% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.250       249.31679    0.0060979815       4787.5240
2.250       253.33803    0.0060667104       4997.1766
2.250       257.35927    0.0059199610       5112.2084
2.250       265.40175    0.0056293610       5331.3929
2.250       273.44422    0.0056425554       5844.5672
2.250       281.48670    0.0051736391       5845.7473
2.250       289.52918    0.0050197110       6172.0010
2.250       297.57166    0.0046527839       6210.9470
2.250       305.61413    0.0042948169       6210.6237
2.250       313.65661    0.0043181356       6750.4056
2.250       321.69909    0.0042872554       7231.0123
2.250       329.74156    0.0040747076       7400.9556
2.250       337.78404    0.0038751803       7566.2303
2.250       345.82652    0.0037420210       7840.6372
2.250       353.86900    0.0034009829       7634.8806
2.250       361.91147    0.0034386729       8257.8725
2.250       369.95395    0.0032791740       8411.5830
2.250       377.99643    0.0032285340       8833.6200
2.250       386.03891    0.0030084906       8768.2342
2.250       394.08138    0.0028846332       8943.7285
2.250       402.12386    0.0028870752       9510.5994
2.250       410.16634    0.0027130683       9484.4254
2.250       418.20881    0.0026661507       9879.4895
2.250       426.25129    0.0025600349       10044.152
2.250       434.29377    0.0024656357       10231.751
2.250       442.33625    0.0023183404       10164.945
2.250       450.37872    0.0022968036       10629.864
2.250       458.42120    0.0024220746       11820.936
2.250       466.46368    0.0020957308       10776.041
2.250       474.50615    0.0021164837       11455.413
2.250       482.54863    0.0020359474       11589.377
2.250       490.59111    0.0019683805       11774.388
2.250       498.63359    0.0018913468       11879.167
2.250       506.67606    0.0018768188       12367.553
2.250       514.71854    0.0017174377       11864.807
2.500     0.062831853       372.77717    0.0046844560
2.500      0.12566371       573.16027     0.057620355
2.500      0.18849556       216.14627     0.073336703
2.500      0.25132741       149.38648      0.12014374
2.500      0.31415927       94.976761      0.14918915
2.500      0.37699112       69.458759      0.18853441
2.500      0.43982297       50.784193      0.21889334
2.500      0.50265482       39.876078      0.25656196
2.500      0.56548668       30.664647      0.28091528
2.500      0.62831853       26.894475      0.33796593
2.500      0.69115038       23.150119      0.38720517
2.500      0.75398224       18.548453      0.40277388
2.500      0.81681409       16.806693      0.46400449
2.500      0.87964594       14.891480      0.51348982
2.500      0.94247780       13.103471      0.55573788
2.500       1.0053096       11.812933      0.60803357
2.500       1.0681415       10.455029      0.64547862
2.500       1.1309734       9.5394031      0.69911493
2.500       1.1938052       8.8977863      0.76692454
2.500       1.2566371       8.0614907      0.81042944
2.500       1.3194689       7.5005859      0.87289688
2.500       1.3823008       6.9447813      0.92925837
2.500       1.4451326       6.3329793      0.96828107
2.500       1.5079645       5.9661697       1.0364281
2.500       1.5707963       5.5990554       1.0993720
2.500       1.6336282       5.2136892       1.1515294
2.500       1.6964600       4.9576420       1.2262424
2.500       1.7592919       4.7852283       1.3200386
2.500       1.8221237       4.3688643       1.3389748
2.500       1.8849556       4.2302918       1.4353042
2.500       1.9477874       3.9889288       1.4933143
2.500       2.0106193       3.8424866       1.5822393
2.500       2.0734512       3.6205507       1.6350322
2.500       2.1362830       3.5118268       1.7345216
2.500       2.1991149       3.2795550       1.7669690
2.500       2.2619467       3.1286132       1.8342952
2.500       2.3247786       3.1319976       1.9935928
2.500       2.3876104       2.9674608       2.0461885
2.500       2.4504423       2.9264616       2.1814563
2.500       2.5132741       2.7537264       2.2146782
2.500       2.5761060       2.6850146       2.3254558
2.500       2.6389378       2.5471890       2.3714770
2.500       2.7017697       2.5139481       2.5117218
2.500       2.7646015       2.4744118       2.6487433
2.500       2.8274334       2.3722751       2.7165172
2.500       2.8902652       2.2957210       2.8080347
2.500       2.9530971       2.2019780       2.8728730
2.500       3.0159289       2.1406247       2.9749118
2.500       3.0787608       2.0808831       3.0764212
2.500       3.1415927       2.0390404       3.2029172
2.500       3.2044245       1.9659366       3.2771016
2.500       3.2672564       1.9556062       3.4554237
2.500       3.3300882       1.8641103       3.4874588
2.500       3.3929201       1.8139403       3.5893361
2.500       3.4557519       1.7609256       3.6816199
2.500       3.5185838       1.7316295       3.8214564
2.500       3.5814156       1.6756324       3.8995381
2.500       3.6442475       1.6586943       4.0668690
2.500       3.7070793       1.6264493       4.1976519
2.500       3.7699112       1.5571177       4.2265407
2.500       3.8327430       1.5445615       4.4055949
2.500       3.8955749       1.4998835       4.4920281
2.500       3.9584067       1.4678156       4.6121458
2.500       4.0212386       1.4578837       4.8025586
2.500       4.1469023       1.3927185       5.0315872
2.500       4.2725660       1.3246198       5.2339291
2.500       4.3982297       1.2753366       5.4970389
2.500       4.5238934       1.2460735       5.8445491
2.500       4.6495571       1.1852893       6.0357243
2.500       4.7752208       1.1493956       6.3404515
2.500       4.9008845       1.1026097       6.5752987
2.500       5.0265482       1.0684026       6.8740829
2.500       5.1522120       1.0168071       7.0451457
2.500       5.2778757      0.99279957       7.3945084
2.500       5.4035394      0.95578073       7.6394746
2.500       5.5292031      0.94376891       8.0820875
2.500       5.6548668      0.91053402       8.3412967
2.500       5.7805305      0.89860629       8.7931160
2.500       5.9061942      0.85589469       8.9333378
2.500       6.0318579      0.83167376       9.2464827
2.500       6.1575216      0.79890025       9.4488868
2.500       6.2831853      0.77867067       9.7850642
2.500       6.4088490      0.77015074       10.270371
2.500       6.5345127      0.74115168       10.476518
2.500       6.6601764      0.72552326       10.858724
2.500       6.7858401      0.70400852       11.144460
2.500       6.9115038      0.69105505       11.558476
2.500       7.0371675      0.67501145       11.917223
2.500       7.1628313      0.64722678       12.049829
2.500       7.2884950      0.63868957       12.527767
2.500       7.4141587      0.62648756       12.935057
2.500       7.5398224      0.60873625       13.218518
2.500       7.6654861      0.59460403       13.568043
2.500       7.7911498      0.58852616       14.100701
2.500       7.9168135      0.57601847       14.479645
2.500       8.0424772      0.55685923       14.675239
2.500       8.2938046      0.53947738       15.592110
2.500       8.5451320      0.50582485       15.989200
2.500       8.7964594      0.48358906       16.675177
2.500       9.0477868      0.47018725       17.642828
2.500       9.2991143      0.45046770       18.350955
2.500       9.5504417      0.43149149       19.042013
2.500       9.8017691      0.40907960       19.516030
2.500       10.053096      0.40104027       20.642286
2.500       10.304424      0.38601015       21.396372
2.500       10.555751      0.36371471       21.671979
2.500       10.807079      0.35581147       22.751768
2.500       11.058406      0.34957654       23.949152
2.500       11.309734      0.33632659       24.648392
2.500       11.561061      0.32541519       25.474235
2.500       11.812388      0.31530934       26.328145
2.500       12.063716      0.30023045       26.703506
2.500       12.315043      0.28980386       27.420934
2.500       12.566371      0.28227203       28.377079
2.500       12.817698      0.27303974       29.129044
2.500       13.069025      0.26676123       30.166337
2.500       13.320353      0.26058199       31.200521
2.500       13.571680      0.24987929       31.644728
2.500       13.823008      0.24428171       32.686533
2.500       14.074335      0.23460465       33.135272
2.500       14.325663      0.23090658       34.391468
2.500       14.576990      0.22434468       35.203803
2.500       14.828317      0.21607508       35.690329
2.500       15.079645      0.21242349       36.901679
2.500       15.330972      0.20809469       37.987467
2.500       15.582300      0.20177907       38.675953
2.500       15.833627      0.19890302       39.999344
2.500       16.084954      0.19551297       41.219748
2.500       16.587609      0.18057090       41.751242
2.500       17.090264      0.17419721       44.051203
2.500       17.592919      0.16850767       46.484015
2.500       18.095574      0.15860236       47.609867
2.500       18.598229      0.15331191       49.964424
2.500       19.100883      0.14676095       51.813284
2.500       19.603538      0.14310213       54.615983
2.500       20.106193      0.13813552       56.880732
2.500       20.608848      0.12971425       57.520028
2.500       21.111503      0.12679193       60.439281
2.500       21.614157      0.12352238       63.187452
2.500       22.116812      0.11987563       65.700513
2.500       22.619467      0.11430126       67.014440
2.500       23.122122      0.11088476       69.442476
2.500       23.624777      0.10583797       70.699265
2.500       24.127432      0.10526491       74.900919
2.500       24.630086      0.10216884       77.336862
2.500       25.132741     0.098759617       79.427196
2.500       25.635396     0.096015919       81.947102
2.500       26.138051     0.092673313       83.838702
2.500       26.640706     0.088850986       85.107863
2.500       27.143361     0.087512155       88.660358
2.500       27.646015     0.084696523       90.663708
2.500       28.148670     0.082643370       93.379582
2.500       28.651325     0.081002548       96.516835
2.500       29.153980     0.078518566       98.568050
2.500       29.656635     0.077341871       102.19992
2.500       30.159289     0.075815789       105.36424
2.500       30.661944     0.072616408       106.04839
2.500       31.164599     0.071737171       110.00163
2.500       31.667254     0.070525137       113.46069
2.500       32.169909     0.067431094       113.73129
2.500       33.175218     0.065279921       120.75114
2.500       34.180528     0.062006108       125.44144
2.500       35.185838     0.060355912       133.19679
2.500       36.191147     0.058355374       140.13873
2.500       37.196457     0.054441063       141.93895
2.500       38.201767     0.053697045       151.65998
2.500       39.207076     0.051769615       158.06604
2.500       40.212386     0.049220469       162.14200
2.500       41.217696     0.047717282       169.27666
2.500       42.223005     0.046404536       176.96123
2.500       43.228315     0.045044885       184.34046
2.500       44.233625     0.043174972       189.30405
2.500       45.238934     0.041798168       196.04899
2.500       46.244244     0.040793756       204.37934
2.500       47.249554     0.039617916       211.71665
2.500       48.254863     0.038481427       219.05072
2.500       49.260173     0.037616740       227.79239
2.500       50.265482     0.036756679       236.49180
2.500       51.270792     0.035127377       239.84245
2.500       52.276102     0.035120718       254.18109
2.500       53.281411     0.033185271       254.29791
2.500       54.286721     0.033344672       270.25736
2.500       55.292031     0.032017385       274.18503
2.500       56.297340     0.031418500       284.00065
2.500       57.302650     0.030892000       294.46956
2.500       58.307960     0.029558932       296.85375
2.500       59.313269     0.029217309       308.86312
2.500       60.318579     0.028615806       318.14826
2.500       61.323889     0.027989808       327.00864
2.500       62.329198     0.027369262       335.74378
2.500       63.334508     0.026647797       342.96735
2.500       64.339818     0.026245866       354.13647
2.500       66.350437     0.025397771       375.83500
2.500       68.361056     0.024463229       395.92263
2.500       70.371675     0.022873552       403.82903
2.500       72.382295     0.022795662       437.94493
2.500       74.392914     0.021959822       458.02985
2.500       76.403533     0.020999360       474.47863
2.500       78.414153     0.020188156       493.11733
2.500       80.424772     0.019553018       515.29219
2.500       82.435391     0.018813981       533.93954
2.500       84.446011     0.018600711       567.46255
2.500       86.456630     0.017870531       585.06297
2.500       88.467249     0.017303528       606.94941
2.500       90.477868     0.016550793       621.03511
2.500       92.488488     0.016448751       659.27442
2.500       94.499107     0.016208995       692.96207
2.500       96.509726     0.015755663       717.49718
2.500       98.520346     0.015127797       732.86457
2.500       100.53096     0.015008894       772.53563
2.500       102.54158     0.014361304       784.44809
2.500       104.55220     0.014126406       817.90246
2.500       106.56282     0.013758827       843.46842
2.500       108.57344     0.013436874       871.24302
2.500       110.58406     0.013330190       913.23852
2.500       112.59468     0.012877279       931.21073
2.500       114.60530     0.012565017       958.18079
2.500       116.61592     0.012284645       986.97551
2.500       118.62654     0.011946048       1010.2761
2.500       120.63716     0.011632329       1034.6185
2.500       122.64778     0.011497652       1074.6287
2.500       124.65840     0.011538443       1132.3536
2.500       126.66902     0.010895443       1121.8281
2.500       128.67964     0.010765593       1162.0844
2.500       132.70087     0.010186036       1205.8597
2.500       136.72211    0.0095013560       1230.1898
2.500       140.74335    0.0098116271       1385.7821
2.500       144.76459    0.0093864882       1442.6482
2.500       148.78583    0.0088889129       1483.2133
2.500       152.80707    0.0085628445       1547.8135
2.500       156.82831    0.0084826098       1657.5747
2.500       160.84954    0.0078886253       1663.1487
2.500       164.87078    0.0076192046       1729.8601
2.500       168.89202    0.0072810734       1777.0231
2.500       172.91326    0.0073029788       1912.7367
2.500       176.93450    0.0071269146       1999.9050
2.500       180.95574    0.0068966994       2070.2778
2.500       184.97698    0.0065863160       2111.8635
2.500       188.99821    0.0064803601       2216.3712
2.500       193.01945    0.0062344807       2271.2963
2.500       197.04069    0.0061659366       2389.6653
2.500       201.06193    0.0059422700       2446.8772
2.500       205.08317    0.0057524891       2513.7155
2.500       209.10441    0.0056136030       2600.1686
2.500       213.12565    0.0052886661       2593.7227
2.500       217.14688    0.0051090422       2650.1506
2.500       221.16812    0.0051362683       2815.0464
2.500       225.18936    0.0049251202       2849.2509
2.500       229.21060    0.0049869081       3042.3258
2.500       233.23184    0.0047367727       3044.5023
2.500       237.25308    0.0046618793       3154.0375
2.500       241.27432    0.0045732610       3254.0897
2.500       245.29555    0.0043753109       3271.5096
2.500       249.31679    0.0043182730       3390.2751
2.500       253.33803    0.0040888784       3368.0275
2.500       257.35927    0.0039519192       3412.6973
2.500       265.40175    0.0037684768       3569.0073
2.500       273.44422    0.0037063936       3839.0879
2.500       281.48670    0.0035458400       4006.4806
2.500       289.52918    0.0032984771       4055.6526
2.500       297.57166    0.0031888335       4256.7367
2.500       305.61413    0.0030214405       4369.2270
2.500       313.65661    0.0029319687       4583.4546
2.500       321.69909    0.0027898483       4705.4411
2.500       329.74156    0.0027445980       4985.0565
2.500       337.78404    0.0026770677       5226.9338
2.500       345.82652    0.0024769927       5190.0300
2.500       353.86900    0.0024669939       5538.1649
2.500       361.91147    0.0023065181       5539.0359
2.500       369.95395    0.0020833852       5344.2017
2.500       377.99643    0.0021544951       5894.9328
2.500       386.03891    0.0020333051       5926.0597
2.500       394.08138    0.0020639908       6399.3487
2.500       402.12386    0.0017878520       5889.5396
2.500       410.16634    0.0019378941       6774.5482
2.500       418.20881    0.0017225003       6382.7688
2.500       426.25129    0.0017561924       6890.3212
2.500       434.29377    0.0016349775       6784.7343
2.500       442.33625    0.0016296605       7145.3740
2.500       450.37872    0.0014934412       6911.8130
2.500       458.42120    0.0014072998       6868.3270
2.500       466.46368    0.0013977045       7186.8590
2.500       474.50615    0.0013926647       7537.7610
2.500       482.54863    0.0014099343       8025.8751
2.500       490.59111    0.0013392513       8011.0854
2.500       498.63359    0.0013435096       8438.3127
2.500       506.67606    0.0012700480       8369.1542
2.500       514.71854    0.0011936223       8246.0627
2.750     0.062831853       326.72273    0.0041057190
2.750      0.12566371       501.54010     0.050420310
2.750      0.18849556       189.11219     0.064164255
2.750      0.25132741       129.64749      0.10426870
2.750      0.31415927       81.939873      0.12871085
2.750      0.37699112       59.781404      0.16226682
2.750      0.43982297       43.559861      0.18775455
2.750      0.50265482       34.145667      0.21969260
2.750      0.56548668       25.995370      0.23814057
2.750      0.62831853       22.677831      0.28497803
2.750      0.69115038       19.402066      0.32451584
2.750      0.75398224       15.607570      0.33891353
2.750      0.81681409       14.011286      0.38682802
2.750      0.87964594       12.454815      0.42946844
2.750      0.94247780       10.850149      0.46017112
2.750       1.0053096       9.7816234      0.50347829
2.750       1.0681415       8.5898503      0.53032515
2.750       1.1309734       7.8462829      0.57503111
2.750       1.1938052       7.2462916      0.62457770
2.750       1.2566371       6.5706132      0.66055009
2.750       1.3194689       6.0881633      0.70852315
2.750       1.3823008       5.5824921      0.74697493
2.750       1.4451326       5.0959535      0.77914596
2.750       1.5079645       4.7884915      0.83184480
2.750       1.5707963       4.4750386      0.87867177
2.750       1.6336282       4.1498502      0.91656302
2.750       1.6964600       3.9257768      0.97101683
2.750       1.7592919       3.7678813       1.0393963
2.750       1.8221237       3.4366749       1.0532763
2.750       1.8849556       3.3322730       1.1306136
2.750       1.9477874       3.1320550       1.1725310
2.750       2.0106193       2.9972498       1.2341920
2.750       2.0734512       2.8394477       1.2822879
2.750       2.1362830       2.7370976       1.3518761
2.750       2.1991149       2.5460650       1.3717769
2.750       2.2619467       2.4306589       1.4250870
2.750       2.3247786       2.4344208       1.5495682
2.750       2.3876104       2.3033774       1.5882752
2.750       2.4504423       2.2666205       1.6895946
2.750       2.5132741       2.1315650       1.7143063
2.750       2.5761060       2.0555089       1.7802492
2.750       2.6389378       1.9749985       1.8387577
2.750       2.7017697       1.9415495       1.9398301
2.750       2.7646015       1.9001847       2.0340597
2.750       2.8274334       1.8138115       2.0770146
2.750       2.8902652       1.7506632       2.1413416
2.750       2.9530971       1.6781769       2.1894810
2.750       3.0159289       1.6338583       2.2706383
2.750       3.0787608       1.5858549       2.3445611
2.750       3.1415927       1.5466872       2.4295305
2.750       3.2044245       1.4947484       2.4916584
2.750       3.2672564       1.4886185       2.6302880
2.750       3.3300882       1.4106464       2.6390987
2.750       3.3929201       1.3812807       2.7332106
2.750       3.4557519       1.3469602       2.8161300
2.750       3.5185838       1.3142407       2.9003397
2.750       3.5814156       1.2740587       2.9649943
2.750       3.6442475       1.2540688       3.0747883
2.750       3.7070793       1.2331762       3.1826659
2.750       3.7699112       1.1789738       3.2001310
2.750       3.8327430       1.1781963       3.3606016
2.750       3.8955749       1.1365052       3.4037399
2.750       3.9584067       1.1150689       3.5037508
2.750       4.0212386       1.1028241       3.6329215
2.750       4.1469023       1.0614299       3.8347140
2.750       4.2725660      0.99564690       3.9340688
2.750       4.3982297      0.97025085       4.1820384
2.750       4.5238934      0.95171236       4.4638857
2.750       4.6495571      0.89784194       4.5719862
2.750       4.7752208      0.87548714       4.8294804
2.750       4.9008845      0.83568811       4.9835394
2.750       5.0265482      0.81270407       5.2289232
2.750       5.1522120      0.77621814       5.3781785
2.750       5.2778757      0.76170807       5.6733070
2.750       5.4035394      0.73090934       5.8420965
2.750       5.5292031      0.71983246       6.1643786
2.750       5.6548668      0.68992148       6.3202908
2.750       5.7805305      0.68041468       6.6580496
2.750       5.9061942      0.64913724       6.7753222
2.750       6.0318579      0.63726081       7.0850150
2.750       6.1575216      0.61705330       7.2981161
2.750       6.2831853      0.59107221       7.4276324
2.750       6.4088490      0.58542753       7.8069882
2.750       6.5345127      0.56539584       7.9921291
2.750       6.6601764      0.55064453       8.2413581
2.750       6.7858401      0.53229214       8.4261887
2.750       6.9115038      0.51956190       8.6901089
2.750       7.0371675      0.50836830       8.9751640
2.750       7.1628313      0.49413736       9.1996669
2.750       7.2884950      0.48518303       9.5167669
2.750       7.4141587      0.47613748       9.8307862
2.750       7.5398224      0.46282260       10.050049
2.750       7.6654861      0.45753717       10.440366
2.750       7.7911498      0.44651774       10.698272
2.750       7.9168135      0.43437207       10.919013
2.750       8.0424772      0.42537066       11.210044
2.750       8.2938046      0.40830943       11.801061
2.750       8.5451320      0.38665846       12.222333
2.750       8.7964594      0.36451014       12.569083
2.750       9.0477868      0.35920242       13.478346
2.750       9.2991143      0.34702805       14.137076
2.750       9.5504417      0.33236793       14.667623
2.750       9.8017691      0.31658868       15.103550
2.750       10.053096      0.30732861       15.818774
2.750       10.304424      0.29607543       16.411330
2.750       10.555751      0.28117179       16.753650
2.750       10.807079      0.27436408       17.543751
2.750       11.058406      0.26688874       18.284291
2.750       11.309734      0.25792809       18.902795
2.750       11.561061      0.24944595       19.527192
2.750       11.812388      0.24208133       20.213648
2.750       12.063716      0.23351491       20.769602
2.750       12.315043      0.22672232       21.452226
2.750       12.566371      0.22048794       22.165866
2.750       12.817698      0.21421404       22.853267
2.750       13.069025      0.20953588       23.695085
2.750       13.320353      0.20270522       24.270704
2.750       13.571680      0.19751739       25.013614
2.750       13.823008      0.19164135       25.642899
2.750       14.074335      0.18798540       26.550826
2.750       14.325663      0.17993116       26.799135
2.750       14.576990      0.17616666       27.643787
2.750       14.828317      0.17088656       28.226288
2.750       15.079645      0.16781090       29.151691
2.750       15.330972      0.16189303       29.553403
2.750       15.582300      0.15932212       30.538027
2.750       15.833627      0.15451706       31.073339
2.750       16.084954      0.14974331       31.570189
2.750       16.587609      0.14090170       32.579010
2.750       17.090264      0.14075497       35.594289
2.750       17.592919      0.13192837       36.393360
2.750       18.095574      0.12399373       37.220916
2.750       18.598229      0.11850104       38.619545
2.750       19.100883      0.11427445       40.344074
2.750       19.603538      0.11240891       42.901690
2.750       20.106193      0.10884138       44.818143
2.750       20.608848      0.10238057       45.399275
2.750       21.111503     0.099954655       47.646469
2.750       21.614157     0.095736679       48.973771
2.750       22.116812     0.093439932       51.211839
2.750       22.619467     0.088467417       51.868144
2.750       23.122122     0.086002579       53.859807
2.750       23.624777     0.084392560       56.373832
2.750       24.127432     0.081589565       58.054803
2.750       24.630086     0.077625459       58.758709
2.750       25.132741     0.076768214       61.740661
2.750       25.635396     0.074632385       63.696808
2.750       26.138051     0.072553898       65.637284
2.750       26.640706     0.070813469       67.830232
2.750       27.143361     0.068568080       69.467728
2.750       27.646015     0.067212133       71.947477
2.750       28.148670     0.064449523       72.822170
2.750       28.651325     0.063023854       75.094711
2.750       29.153980     0.060362948       75.776448
2.750       29.656635     0.059348332       78.423167
2.750       30.159289     0.059162243       82.220139
2.750       30.661944     0.056969653       83.198004
2.750       31.164599     0.055230413       84.690206
2.750       31.667254     0.054503971       87.685871
2.750       32.169909     0.052546250       88.626067
2.750       33.175218     0.049963638       92.419940
2.750       34.180528     0.049009332       99.148316
2.750       35.185838     0.046226176       102.01450
2.750       36.191147     0.044356462       106.52075
2.750       37.196457     0.042810753       111.61636
2.750       38.201767     0.042149334       119.04504
2.750       39.207076     0.039762976       121.40666
2.750       40.212386     0.038363140       126.37580
2.750       41.217696     0.036229209       128.52281
2.750       42.223005     0.035908204       136.93402
2.750       43.228315     0.034264126       140.22158
2.750       44.233625     0.032945799       144.45344
2.750       45.238934     0.031810752       149.20428
2.750       46.244244     0.031565686       158.14612
2.750       47.249554     0.030024905       160.45196
2.750       48.254863     0.029725581       169.20916
2.750       49.260173     0.028552322       172.90179
2.750       50.265482     0.027417891       176.40621
2.750       51.270792     0.027150916       185.38083
2.750       52.276102     0.026057005       188.58378
2.750       53.281411     0.025307418       193.93012
2.750       54.286721     0.024752258       200.61616
2.750       55.292031     0.024213136       207.35233
2.750       56.297340     0.023783849       214.98890
2.750       57.302650     0.023342960       222.51039
2.750       58.307960     0.022940993       230.39126
2.750       59.313269     0.022106785       233.69608
2.750       60.318579     0.021436393       238.32811
2.750       61.323889     0.020981352       245.12792
2.750       62.329198     0.021125905       259.15536
2.750       63.334508     0.020389740       262.42376
2.750       64.339818     0.019958640       269.30268
2.750       66.350437     0.018912674       279.86884
2.750       68.361056     0.018333096       296.71013
2.750       70.371675     0.017667159       311.91096
2.750       72.382295     0.016954600       325.72782
2.750       74.392914     0.016664688       347.58591
2.750       76.403533     0.016055059       362.76260
2.750       78.414153     0.015262685       372.80743
2.750       80.424772     0.014820850       390.58260
2.750       82.435391     0.014085030       399.73222
2.750       84.446011     0.013752453       419.55398
2.750       86.456630     0.013364534       437.54123
2.750       88.467249     0.013134293       460.70670
2.750       90.477868     0.012319225       462.25406
2.750       92.488488     0.012220158       489.79024
2.750       94.499107     0.011850251       506.61834
2.750       96.509726     0.011451432       521.48681
2.750       98.520346     0.011103162       537.89156
2.750       100.53096     0.010953620       563.80312
2.750       102.54158     0.010749603       587.16852
2.750       104.55220     0.010354441       599.51006
2.750       106.56282     0.010048064       615.98449
2.750       108.57344    0.0097474853       632.02414
2.750       110.58406    0.0098808555       676.92790
2.750       112.59468    0.0094361399       682.36737
2.750       114.60530    0.0092133547       702.59031
2.750       116.61592    0.0091621269       736.10554
2.750       118.62654    0.0087143705       736.97347
2.750       120.63716    0.0084928861       755.38586
2.750       122.64778    0.0085683943       800.84551
2.750       124.65840    0.0081299438       797.85214
2.750       126.66902    0.0079758755       821.22056
2.750       128.67964    0.0077725700       839.00464
2.750       132.70087    0.0072403680       857.14095
2.750       136.72211    0.0071898951       930.91300
2.750       140.74335    0.0069500207       981.61236
2.750       144.76459    0.0068991904       1060.3651
2.750       148.78583    0.0066526701       1110.0715
2.750       152.80707    0.0061127845       1104.9425
2.750       156.82831    0.0061094023       1193.8296
2.750       160.84954    0.0057109090       1204.0236
2.750       164.87078    0.0054979249       1248.2459
2.750       168.89202    0.0054106410       1320.5242
2.750       172.91326    0.0051855721       1358.1628
2.750       176.93450    0.0050948393       1429.6782
2.750       180.95574    0.0048217269       1447.4046
2.750       184.97698    0.0046902504       1503.9012
2.750       188.99821    0.0047070187       1609.8644
2.750       193.01945    0.0043548788       1586.5347
2.750       197.04069    0.0042699360       1654.8529
2.750       201.06193    0.0041120891       1693.2548
2.750       205.08317    0.0040592178       1773.7919
2.750       209.10441    0.0038537048       1785.0002
2.750       213.12565    0.0038019153       1864.5749
2.750       217.14688    0.0036595930       1898.2957
2.750       221.16812    0.0035811998       1962.7564
2.750       225.18936    0.0034934407       2021.0043
2.750       229.21060    0.0035005258       2135.5396
2.750       233.23184    0.0034031904       2187.3587
2.750       237.25308    0.0033177878       2244.6799
2.750       241.27432    0.0031373727       2232.3878
2.750       245.29555    0.0030877847       2308.7999
2.750       249.31679    0.0029728825       2334.0094
2.750       253.33803    0.0028786854       2371.1861
2.750       257.35927    0.0027175586       2346.7597
2.750       265.40175    0.0027607451       2614.6159
2.750       273.44422    0.0024890446       2578.1560
2.750       281.48670    0.0023997378       2711.4880
2.750       289.52918    0.0022134356       2721.5365
2.750       297.57166    0.0021912240       2925.0394
2.750       305.61413    0.0020758500       3001.8330
2.750       313.65661    0.0020212264       3159.7197
2.750       321.69909    0.0019139668       3228.1533
2.750       329.74156    0.0017911560       3253.3048
2.750       337.78404    0.0017865851       3488.2802
2.750       345.82652    0.0017549022       3677.0374
2.750       353.86900    0.0017025305       3822.0179
2.750       361.91147    0.0015580151       3741.5279
2.750       369.95395    0.0014451255       3706.9681
2.750       377.99643    0.0014024084       3837.1417
2.750       386.03891    0.0014079696       4103.5220
2.750       394.08138    0.0013698555       4247.2007
2.750       402.12386    0.0013126798       4324.2281
2.750       410.16634    0.0013356664       4669.2626
2.750       418.20881    0.0012626790       4678.8894
2.750       426.25129    0.0011951149       4688.9654
2.750       434.29377    0.0011250748       4668.7697
2.750       442.33625    0.0011084515       4860.0927
2.750       450.37872    0.0010026969       4640.5934
2.750       458.42120   0.00098613305       4812.8226
2.750       466.46368    0.0010767266       5536.4220
2.750       474.50615   0.00096668824       5232.1748
2.750       482.54863   0.00090569543       5155.5583
2.750       490.59111   0.00090489737       5412.8826
2.750       498.63359   0.00086345002       5423.1553
2.750       506.67606   0.00082967018       5467.2244
2.750       514.71854   0.00077586666       5360.0247
3.000     0.062831853       288.52952    0.0036257689
3.000      0.12566371       442.23621     0.044458433
3.000      0.18849556       166.78108     0.056587488
3.000      0.25132741       113.51249     0.091292160
3.000      0.31415927       71.385198      0.11213161
3.000      0.37699112       51.972407      0.14107058
3.000      0.43982297       37.768254      0.16279119
3.000      0.50265482       29.573995      0.19027854
3.000      0.56548668       22.302579      0.20431134
3.000      0.62831853       19.365295      0.24335147
3.000      0.69115038       16.477850      0.27560586
3.000      0.75398224       13.315517      0.28914231
3.000      0.81681409       11.848546      0.32711841
3.000      0.87964594       10.558798      0.36408974
3.000      0.94247780       9.1169860      0.38666506
3.000       1.0053096       8.2233184      0.42326945
3.000       1.0681415       7.1718189      0.44277791
3.000       1.1309734       6.5586690      0.48066566
3.000       1.1938052       6.0026515      0.51738495
3.000       1.2566371       5.4385310      0.54674077
3.000       1.3194689       5.0227681      0.58453548
3.000       1.3823008       4.5592540      0.61005880
3.000       1.4451326       4.1711430      0.63774703
3.000       1.5079645       3.9132570      0.67980125
3.000       1.5707963       3.6327114      0.71328121
3.000       1.6336282       3.3658913      0.74341273
3.000       1.6964600       3.1681429      0.78362074
3.000       1.7592919       3.0177122      0.83245692
3.000       1.8221237       2.7623401      0.84660535
3.000       1.8849556       2.6751464      0.90765581
3.000       1.9477874       2.5062721      0.93825993
3.000       2.0106193       2.3833721      0.98141264
3.000       2.0734512       2.2701260       1.0251836
3.000       2.1362830       2.1705496       1.0720532
3.000       2.1991149       2.0217589       1.0892896
3.000       2.2619467       1.9278787       1.1303087
3.000       2.3247786       1.9254151       1.2255736
3.000       2.3876104       1.8209506       1.2556217
3.000       2.4504423       1.7841198       1.3299267
3.000       2.5132741       1.6797715       1.3509524
3.000       2.5761060       1.6063207       1.3912132
3.000       2.6389378       1.5568845       1.4494863
3.000       2.7017697       1.5205735       1.5192269
3.000       2.7646015       1.4768780       1.5809296
3.000       2.8274334       1.4083077       1.6126680
3.000       2.8902652       1.3557044       1.6582438
3.000       2.9530971       1.3001299       1.6962513
3.000       3.0159289       1.2636430       1.7561353
