% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       48.254863    0.0079599937       45.311271
2.750       49.260173    0.0075204033       45.540646
2.750       50.265482    0.0070866866       45.595612
2.750       51.270792    0.0066336611       45.293264
2.750       52.276102    0.0063678308       46.086249
2.750       53.281411    0.0058797522       45.056395
2.750       54.286721    0.0054608777       44.260218
2.750       55.292031    0.0053692405       45.980187
2.750       56.297340    0.0049405550       44.659066
2.750       57.302650    0.0047853644       45.615180
2.750       58.307960    0.0045540797       45.735604
2.750       59.313269    0.0041725856       44.109395
2.750       60.318579    0.0040145979       44.633980
2.750       61.323889    0.0038539731       45.026480
2.750       62.329198    0.0036754449       45.087359
2.750       63.334508    0.0033888691       43.616042
2.750       64.339818    0.0033772396       45.569221
2.750       66.350437    0.0028675997       42.434603
2.750       68.361056    0.0027095151       43.851870
2.750       70.371675    0.0024837130       43.849571
2.750       72.382295    0.0021486343       41.279060
2.750       74.392914    0.0021423005       44.683313
2.750       76.403533    0.0019690803       44.491189
2.750       78.414153    0.0018969610       46.335305
2.750       80.424772    0.0016547467       43.608516
2.750       82.435391    0.0014555967       41.309738
2.750       84.446011    0.0013781609       42.044346
2.750       86.456630    0.0012497213       40.914602
2.750       88.467249    0.0011642728       40.838761
2.750       90.477868    0.0011169172       41.910062
2.750       92.488488    0.0011295957       45.274776
2.750       94.499107    0.0010380949       44.380321
2.750       96.509726   0.00089177343       40.610472
2.750       98.520346   0.00082456304       39.945872
2.750       100.53096   0.00076459400       39.355071
2.750       102.54158   0.00067222543       36.718528
2.750       104.55220   0.00065317218       37.817909
2.750       106.56282   0.00072661302       44.544140
2.750       108.57344   0.00053614137       34.763252
2.750       110.58406   0.00058238989       39.898971
2.750       112.59468   0.00053318814       38.557100
2.750       114.60530   0.00040602871       30.962863
2.750       116.61592   0.00037275932       29.948308
2.750       118.62654   0.00041710972       35.274929
2.750       120.63716   0.00036859443       32.784029
2.750       122.64778   0.00036743342       34.342188
2.750       124.65840   0.00032898165       32.285428
2.750       126.66902   0.00042232357       43.483728
2.750       128.67964   0.00034768752       37.530887
2.750       132.70087   0.00042827209       50.700399
2.750       136.72211   0.00014984838       19.401646
2.750       140.74335   0.00030757563       43.441603
2.750       144.76459   0.00029422544       45.220724
2.750       148.78583   0.00011812572       19.710580
2.750       152.80707   0.00039806448       71.953844
2.750       156.82831   3.7562163e-05       7.3399686
2.750       160.84954   0.00033976292       71.631779
2.750       164.87078   0.00018508218       42.020958
2.750       168.89202   4.6958749e-05       11.460780
2.750       172.91326  -2.3400648e-05      -6.1289072
2.750       176.93450   1.7874139e-05       5.0157162
2.750       180.95574   9.2218217e-05       27.682420
2.750       184.97698   7.3311012e-06       2.3506745
2.750       188.99821  -7.5431069e-05      -25.798451
2.750       193.01945   3.5530054e-06       1.2944026
2.750       197.04069  -2.4119103e-05      -9.3475796
2.750       201.06193   2.6656927e-05       10.976652
2.750       205.08317   0.00010039998       43.872659
2.750       209.10441   3.1730736e-05       14.697381
2.750       213.12565   2.4548777e-05       12.039467
2.750       217.14688  -8.0008021e-05      -41.501576
2.750       221.16812   0.00010234480       56.092352
2.750       225.18936   1.8401713e-05       10.645648
2.750       229.21060  -1.2021924e-05      -7.3341254
2.750       233.23184  -6.2989252e-06      -4.0485566
2.750       237.25308  -5.6623956e-05      -38.309460
2.750       241.27432  -1.3419269e-05      -9.5484393
2.750       245.29555   0.00010381252       77.622749
2.750       249.31679   2.1104601e-05       16.569217
2.750       253.33803  -3.8067856e-05      -31.356664
2.750       257.35927   6.8630790e-05       59.266422
2.750       265.40175  -0.00010067943      -95.350360
2.750       273.44422  -1.1439435e-05      -11.848983
2.750       281.48670   2.2136785e-05       25.012578
2.750       289.52918  -6.2439800e-05      -76.773048
2.750       297.57166  -3.8290973e-05      -51.114174
2.750       305.61413  -4.1082681e-05      -59.408603
2.750       313.65661   0.00012436620       194.41776
2.750       321.69909   2.4806806e-05       41.839896
2.750       329.74156   0.00015790872       286.81208
2.750       337.78404   1.7708257e-05       34.575100
2.750       345.82652  -0.00012585677      -263.70703
2.750       353.86900  -6.0024907e-05      -134.75016
2.750       361.91147   2.3122929e-05       55.529039
2.750       369.95395  -1.9866297e-05      -50.960090
2.750       377.99643  -9.6879133e-05      -265.07184
2.750       386.03891  -1.4102959e-05      -41.103019
2.750       394.08138  -5.6407251e-05      -174.88918
2.750       402.12386  -6.2437969e-05      -205.68307
2.750       410.16634   7.5394123e-05       263.56504
2.750       418.20881  -4.2642857e-05      -158.01419
2.750       426.25129  -9.2110163e-05      -361.38900
2.750       434.29377   2.6264637e-05       108.99146
2.750       442.33625   2.4635542e-05       108.01647
2.750       450.37872   4.4864256e-05       207.63680
2.750       458.42120   8.1212074e-05       396.35555
2.750       466.46368  -3.4520808e-05      -177.50259
2.750       474.50615  -8.6494580e-06      -46.814965
2.750       482.54863  -6.4517260e-05      -367.25645
2.750       490.59111   2.7077720e-05       161.97253
2.750       498.63359   0.00013956683       876.59111
2.750       506.67606  -3.9438332e-05      -259.88425
2.750       514.71854   3.0908243e-05       213.52760
3.000     0.062831853       288.30100    0.0036228973
3.000      0.12566371       441.87538     0.044422159
3.000      0.18849556       166.65113     0.056543397
3.000      0.25132741       113.43170     0.091227188
3.000      0.31415927       71.328253      0.11204216
3.000      0.37699112       51.936071      0.14097195
3.000      0.43982297       37.742162      0.16267873
3.000      0.50265482       29.555903      0.19016214
3.000      0.56548668       22.288797      0.20418509
3.000      0.62831853       19.355654      0.24323032
3.000      0.69115038       16.470251      0.27547878
3.000      0.75398224       13.309751      0.28901709
3.000      0.81681409       11.843481      0.32697857
3.000      0.87964594       10.555420      0.36397328
3.000      0.94247780       9.1143555      0.38655350
3.000       1.0053096       8.2212343      0.42316217
3.000       1.0681415       7.1697031      0.44264728
3.000       1.1309734       6.5570290      0.48054546
3.000       1.1938052       6.0008229      0.51722734
3.000       1.2566371       5.4372131      0.54660828
3.000       1.3194689       5.0220073      0.58444693
3.000       1.3823008       4.5584153      0.60994657
3.000       1.4451326       4.1700921      0.63758637
3.000       1.5079645       3.9123175      0.67963805
3.000       1.5707963       3.6320905      0.71315930
3.000       1.6336282       3.3651250      0.74324348
3.000       1.6964600       3.1672770      0.78340656
3.000       1.7592919       3.0163294      0.83207549
3.000       1.8221237       2.7611263      0.84623335
3.000       1.8849556       2.6740551      0.90728553
3.000       1.9477874       2.5049142      0.93775157
3.000       2.0106193       2.3819359      0.98082127
3.000       2.0734512       2.2684224       1.0244143
3.000       2.1362830       2.1684435       1.0710130
3.000       2.1991149       2.0200104       1.0883475
3.000       2.2619467       1.9258155       1.1290990
3.000       2.3247786       1.9232614       1.2242027
3.000       2.3876104       1.8186165       1.2540123
3.000       2.4504423       1.7813974       1.3278973
3.000       2.5132741       1.6769860       1.3487121
3.000       2.5761060       1.6032696       1.3885707
3.000       2.6389378       1.5541147       1.4469076
3.000       2.7017697       1.5173031       1.5159594
3.000       2.7646015       1.4731546       1.5769438
3.000       2.8274334       1.4043248       1.6081071
3.000       2.8902652       1.3516739       1.6533138
3.000       2.9530971       1.2959475       1.6907946
3.000       3.0159289       1.2591106       1.7498365
3.000       3.0787608       1.2231793       1.8083738
3.000       3.1415927       1.1863771       1.8635569
3.000       3.2044245       1.1473946       1.9126398
3.000       3.2672564       1.1429831       2.0195737
3.000       3.3300882       1.0817752       2.0238322
3.000       3.3929201       1.0603183       2.0981060
3.000       3.4557519       1.0341419       2.1621114
3.000       3.5185838       1.0014315       2.2100149
3.000       3.5814156      0.96977963       2.2568749
3.000       3.6442475      0.95104899       2.3318292
3.000       3.7070793      0.93508578       2.4133335
3.000       3.7699112      0.89590560       2.4317889
3.000       3.8327430      0.89254291       2.5458246
3.000       3.8955749      0.85966687       2.5746317
3.000       3.9584067      0.84485527       2.6546901
3.000       4.0212386      0.82624651       2.7218202
3.000       4.1469023      0.80230458       2.8985510
3.000       4.2725660      0.74410734       2.9401683
3.000       4.3982297      0.72523703       3.1259639
3.000       4.5238934      0.71074692       3.3336680
3.000       4.6495571      0.66649426       3.3939187
3.000       4.7752208      0.64912086       3.5807682
3.000       4.9008845      0.61812154       3.6861037
3.000       5.0265482      0.59864068       3.8516432
3.000       5.1522120      0.57996154       4.0183764
3.000       5.2778757      0.55892994       4.1629874
3.000       5.4035394      0.53879709       4.3065596
3.000       5.5292031      0.52591079       4.5037052
3.000       5.6548668      0.49474895       4.5323379
3.000       5.7805305      0.48368268       4.7329714
3.000       5.9061942      0.46858452       4.8908165
3.000       6.0318579      0.46238801       5.1407931
3.000       6.1575216      0.44348988       5.2453178
3.000       6.2831853      0.42434955       5.3325337
3.000       6.4088490      0.41552685       5.5412720
3.000       6.5345127      0.40059598       5.6626076
3.000       6.6601764      0.39026479       5.8409950
3.000       6.7858401      0.37825598       5.9877951
3.000       6.9115038      0.36695215       6.1375827
3.000       7.0371675      0.35907039       6.3393324
3.000       7.1628313      0.35592497       6.6264798
3.000       7.2884950      0.33838387       6.6373310
3.000       7.4141587      0.33629016       6.9433659
3.000       7.5398224      0.32358904       7.0266351
3.000       7.6654861      0.31909427       7.2812905
3.000       7.7911498      0.30852235       7.3919931
3.000       7.9168135      0.29453887       7.4039609
3.000       8.0424772      0.29420374       7.7533245
3.000       8.2938046      0.27814437       8.0389982
3.000       8.5451320      0.26090131       8.2471301
3.000       8.7964594      0.25097885       8.6542832
3.000       9.0477868      0.24342374       9.1339846
3.000       9.2991143      0.23327013       9.5028560
3.000       9.5504417      0.22091070       9.7489395
3.000       9.8017691      0.21238244       10.132165
3.000       10.053096      0.19951952       10.269639
3.000       10.304424      0.19419963       10.764399
3.000       10.555751      0.18461306       11.000188
3.000       10.807079      0.17617818       11.265418
3.000       11.058406      0.17243041       11.813042
3.000       11.309734      0.16677896       12.222742
3.000       11.561061      0.15563286       12.183291
3.000       11.812388      0.15157641       12.656541
3.000       12.063716      0.14550157       12.941399
3.000       12.315043      0.13885449       13.138264
3.000       12.566371      0.13552901       13.624863
3.000       12.817698      0.13100382       13.976046
3.000       13.069025      0.12451715       14.080855
3.000       13.320353      0.12142697       14.538936
3.000       13.571680      0.11609462       14.702230
3.000       13.823008      0.11289748       15.106441
3.000       14.074335      0.10959483       15.479039
3.000       14.325663      0.10379337       15.459094
3.000       14.576990      0.10103359       15.854027
3.000       14.828317     0.098323429       16.240631
3.000       15.079645     0.094302558       16.382005
3.000       15.330972     0.091630623       16.727074
3.000       15.582300     0.087338130       16.740514
3.000       15.833627     0.086100914       17.314871
3.000       16.084954     0.081904184       17.267754
3.000       16.587609     0.075977296       17.567319
3.000       17.090264     0.072998942       18.460062
3.000       17.592919     0.068821854       18.984988
3.000       18.095574     0.063952236       19.197429
3.000       18.598229     0.061031755       19.890278
3.000       19.100883     0.059622366       21.049405
3.000       19.603538     0.055284197       21.099621
3.000       20.106193     0.052593690       21.656758
3.000       20.608848     0.049469832       21.936727
3.000       21.111503     0.047757692       22.765177
3.000       21.614157     0.044886595       22.961584
3.000       22.116812     0.043287123       23.724473
3.000       22.619467     0.040831982       23.939652
3.000       23.122122     0.038866395       24.340392
3.000       23.624777     0.037600970       25.117271
3.000       24.127432     0.036144076       25.718206
3.000       24.630086     0.034812326       26.351243
3.000       25.132741     0.032872359       26.437520
3.000       25.635396     0.031658579       27.019777
3.000       26.138051     0.029775264       26.936767
3.000       26.640706     0.029280498       28.046966
3.000       27.143361     0.027469047       27.829455
3.000       27.646015     0.026576470       28.448881
3.000       28.148670     0.025531693       28.848519
3.000       28.651325     0.024247866       28.892020
3.000       29.153980     0.023466530       29.458639
3.000       29.656635     0.022741874       30.051221
3.000       30.159289     0.021466910       29.833425
3.000       30.661944     0.020682328       30.204298
3.000       31.164599     0.019733960       30.260014
3.000       31.667254     0.018847908       30.322473
3.000       32.169909     0.018407500       31.046637
3.000       33.175218     0.016766396       31.013540
3.000       34.180528     0.016101527       32.574190
3.000       35.185838     0.014855260       32.783416
3.000       36.191147     0.013520497       32.469079
3.000       37.196457     0.012661731       33.011715
3.000       38.201767     0.011958224       33.774374
3.000       39.207076     0.011108381       33.916763
3.000       40.212386     0.010261559       33.803612
3.000       41.217696    0.0095573972       33.904787
3.000       42.223005    0.0093502823       35.656803
3.000       43.228315    0.0086866836       35.549147
3.000       44.233625    0.0080952541       35.494276
3.000       45.238934    0.0072798046       34.144997
3.000       46.244244    0.0071138822       35.641008
3.000       47.249554    0.0068892464       36.815873
3.000       48.254863    0.0064115141       36.496744
3.000       49.260173    0.0059903335       36.275136
3.000       50.265482    0.0057029894       36.692930
3.000       51.270792    0.0055094134       37.617134
3.000       52.276102    0.0052593207       38.063568
3.000       53.281411    0.0049199764       37.701657
3.000       54.286721    0.0045056423       36.518069
3.000       55.292031    0.0043217863       37.010177
3.000       56.297340    0.0042982720       38.853289
3.000       57.302650    0.0039214902       37.380535
3.000       58.307960    0.0036411371       36.567126
3.000       59.313269    0.0036058531       38.118331
3.000       60.318579    0.0035105612       39.030141
3.000       61.323889    0.0033074485       38.641360
3.000       62.329198    0.0030277945       37.142512
3.000       63.334508    0.0028940137       37.247064
3.000       64.339818    0.0027545095       37.166701
3.000       66.350437    0.0025284598       37.416028
3.000       68.361056    0.0022599866       36.576522
3.000       70.371675    0.0020835585       36.784905
3.000       72.382295    0.0017460383       33.544479
3.000       74.392914    0.0016951829       35.357499
3.000       76.403533    0.0016028223       36.215624
3.000       78.414153    0.0014832970       36.231119
3.000       80.424772    0.0012566959       33.118446
3.000       82.435391    0.0012219689       34.679397
3.000       84.446011    0.0010109031       30.840200
3.000       86.456630   0.00092084339       30.147475
3.000       88.467249   0.00090180866       31.632406
3.000       90.477868   0.00080201440       30.093972
3.000       92.488488   0.00071772943       28.766965
3.000       94.499107   0.00076579140       32.738883
3.000       96.509726   0.00065164088       29.675076
3.000       98.520346   0.00048503457       23.497450
3.000       100.53096   0.00061109622       31.454255
3.000       102.54158   0.00053794748       29.383952
3.000       104.55220   0.00053557788       31.009336
3.000       106.56282   0.00058311483       35.747156
3.000       108.57344   0.00048934888       31.729241
3.000       110.58406   0.00044876618       30.744539
3.000       112.59468   0.00041413669       29.947984
3.000       114.60530   0.00056521922       43.102384
3.000       116.61592   0.00041623791       33.441474
3.000       118.62654   0.00034690954       29.338106
3.000       120.63716   0.00024898102       22.145209
3.000       122.64778   0.00033156143       30.989410
3.000       124.65840   0.00024388767       23.934519
3.000       126.66902   0.00029306377       30.174743
3.000       128.67964   0.00029806066       32.173949
3.000       132.70087   0.00027988082       33.133303
3.000       136.72211   0.00012645895       16.373296
3.000       140.74335   0.00033295804       47.026583
3.000       144.76459   0.00013696702       21.051027
3.000       148.78583   0.00022062778       36.814181
3.000       152.80707   4.1352180e-05       7.4747898
3.000       156.82831   0.00014991142       29.293977
3.000       160.84954   6.1101207e-05       12.881889
3.000       164.87078   0.00016367157       37.159906
3.000       168.89202  -6.8545711e-05      -16.729307
3.000       172.91326   5.3872106e-06       1.4109743
3.000       176.93450  -1.3878069e-05      -3.8943667
3.000       180.95574  -3.1670086e-05      -9.5068485
3.000       184.97698   4.8491410e-05       15.548485
3.000       188.99821   0.00026335517       90.071048
3.000       193.01945   4.8610250e-05       17.709298
3.000       197.04069  -1.4063823e-05      -5.4505638
3.000       201.06193   0.00012944822       53.303519
3.000       205.08317   7.1930265e-05       31.431997
3.000       209.10441   0.00013239884       61.325910
3.000       213.12565   5.5850260e-05       27.390666
3.000       217.14688  -5.8200037e-06      -3.0189389
3.000       221.16812   3.9991347e-05       21.918150
3.000       225.18936   9.8067057e-06       5.6733165
3.000       229.21060  -3.5461680e-05      -21.633842
3.000       233.23184   6.4718887e-05       41.597268
3.000       237.25308   1.9213727e-05       12.999224
3.000       241.27432   4.6566729e-05       33.134412
3.000       245.29555  -2.5642557e-05      -19.173466
3.000       249.31679   1.7394911e-05       13.656741
3.000       253.33803   7.8156661e-05       64.377993
3.000       257.35927  -1.8093952e-05      -15.625112
3.000       265.40175   0.00019700337       186.57578
3.000       273.44422   0.00013983529       144.84159
3.000       281.48670  -0.00017304086      -195.52062
3.000       289.52918   9.1324106e-06       11.228783
3.000       297.57166   0.00014235654       190.03009
3.000       305.61413  -5.9384062e-05      -85.873757
3.000       313.65661  -1.6333255e-05      -25.533264
3.000       321.69909  -4.1965512e-05      -70.780280
3.000       329.74156   0.00010540436       191.44760
3.000       337.78404  -2.0557403e-05      -40.138015
3.000       345.82652   3.3666925e-05       70.542133
3.000       353.86900   5.4075677e-05       121.39471
3.000       361.91147  -1.9774447e-05      -47.487758
3.000       369.95395   0.00011733333       300.97793
3.000       377.99643   2.9442361e-05       80.557499
3.000       386.03891  -9.3718205e-05      -273.14135
3.000       394.08138  -5.7667927e-05      -178.79788
3.000       402.12386   1.5939418e-05       52.507611
3.000       410.16634   5.9287119e-05       207.25769
3.000       418.20881   7.1833847e-05       266.18215
3.000       426.25129  -7.1825317e-06      -28.180256
3.000       434.29377   1.3902873e-05       57.693329
3.000       442.33625   2.3304027e-05       102.17833
3.000       450.37872  -6.8129487e-05      -315.31089
3.000       458.42120   4.8565567e-05       237.02426
3.000       466.46368  -8.8566809e-06      -45.540181
3.000       474.50615   3.8003845e-05       205.69482
3.000       482.54863  -7.6012540e-05      -432.69190
3.000       490.59111  -5.2106657e-05      -311.68973
3.000       498.63359  -2.0517278e-05      -128.86489
3.000       506.67606  -4.2381427e-05      -279.27817
3.000       514.71854  -5.2607454e-05      -363.43519
3.250     0.062831853       256.35475    0.0032214488
3.250      0.12566371       392.35056     0.039443380
3.250      0.18849556       148.03265     0.050226296
3.250      0.25132741       100.10682     0.080510678
3.250      0.31415927       62.685027     0.098465410
3.250      0.37699112       45.560022      0.12366521
3.250      0.43982297       33.039720      0.14240995
3.250      0.50265482       25.857654      0.16636767
3.250      0.56548668       19.328210      0.17706349
3.250      0.62831853       16.716301      0.21006323
3.250      0.69115038       14.155567      0.23676374
3.250      0.75398224       11.493036      0.24956770
3.250      0.81681409       10.145225      0.28009259
3.250      0.87964594       9.0582880      0.31234898
3.250      0.94247780       7.7623192      0.32921161
3.250       1.0053096       7.0064234      0.36063360
3.250       1.0681415       6.0748371      0.37505181
3.250       1.1309734       5.5595021      0.40743964
3.250       1.1938052       5.0475618      0.43506316
3.250       1.2566371       4.5644624      0.45886981
3.250       1.3194689       4.2037824      0.48922426
3.250       1.3823008       3.7812978      0.50596303
3.250       1.4451326       3.4692601      0.53043263
3.250       1.5079645       3.2490156      0.56441089
3.250       1.5707963       2.9946515      0.58799844
3.250       1.6336282       2.7781217      0.61359409
3.250       1.6964600       2.6009665      0.64333312
3.250       1.7592919       2.4585848      0.67821773
3.250       1.8221237       2.2640850      0.69389953
3.250       1.8849556       2.1854074      0.74149125
3.250       1.9477874       2.0412756      0.76418161
3.250       2.0106193       1.9303240      0.79485884
3.250       2.0734512       1.8464944      0.83387255
3.250       2.1362830       1.7505642      0.86461877
3.250       2.1991149       1.6384383      0.88276294
3.250       2.2619467       1.5569654      0.91284351
3.250       2.3247786       1.5478929      0.98527157
3.250       2.3876104       1.4634817       1.0091320
3.250       2.4504423       1.4249366       1.0621827
3.250       2.5132741       1.3440680       1.0809637
3.250       2.5761060       1.2788097       1.1075602
3.250       2.6389378       1.2433741       1.1576028
3.250       2.7017697       1.2053006       1.2042332
3.250       2.7646015       1.1647635       1.2468254
3.250       2.8274334       1.1091949       1.2701508
3.250       2.8902652       1.0654178       1.3031766
3.250       2.9530971       1.0223983       1.3339008
3.250       3.0159289      0.99028538       1.3762393
3.250       3.0787608      0.96430081       1.4256425
3.250       3.1415927      0.93331509       1.4660479
3.250       3.2044245      0.89946673       1.4993585
3.250       3.2672564      0.89639843       1.5838753
3.250       3.3300882      0.84954009       1.5893566
3.250       3.3929201      0.83014730       1.6426548
3.250       3.4557519      0.80970219       1.6928686
3.250       3.5185838      0.77954106       1.7203347
3.250       3.5814156      0.75497504       1.7569808
3.250       3.6442475      0.73828583       1.8101659
3.250       3.7070793      0.72541932       1.8722120
3.250       3.7699112      0.69719398       1.8924188
3.250       3.8327430      0.68883654       1.9647873
3.250       3.8955749      0.66656909       1.9963197
3.250       3.9584067      0.65636902       2.0624318
3.250       4.0212386      0.63394634       2.0883452
3.250       4.1469023      0.62128895       2.2445811
3.250       4.2725660      0.57304696       2.2642627
3.250       4.3982297      0.55649326       2.3986335
3.250       4.5238934      0.54764314       2.5686504
3.250       4.6495571      0.51142125       2.6042567
3.250       4.7752208      0.49622227       2.7373283
3.250       4.9008845      0.47156512       2.8121297
3.250       5.0265482      0.44994595       2.8949440
3.250       5.1522120      0.44643463       3.0932092
3.250       5.2778757      0.42208285       3.1437314
3.250       5.4035394      0.41125445       3.2871220
3.250       5.5292031      0.40161533       3.4392849
3.250       5.6548668      0.37361701       3.4226622
3.250       5.7805305      0.36279148       3.5500169
3.250       5.9061942      0.35738405       3.7301697
3.250       6.0318579      0.35067562       3.8987837
3.250       6.1575216      0.33532027       3.9659561
3.250       6.2831853      0.32196013       4.0458703
3.250       6.4088490      0.31626270       4.2175317
3.250       6.5345127      0.30460945       4.3057940
3.250       6.6601764      0.29566543       4.4251500
3.250       6.7858401      0.28701089       4.5433847
3.250       6.9115038      0.28006307       4.6842899
3.250       7.0371675      0.27331022       4.8252499
3.250       7.1628313      0.27128757       5.0507319
3.250       7.2884950      0.25527171       5.0071028
3.250       7.4141587      0.25449462       5.2545375
3.250       7.5398224      0.24488352       5.3175693
3.250       7.6654861      0.23915135       5.4571034
3.250       7.7911498      0.23210397       5.5610588
3.250       7.9168135      0.22322377       5.6112801
3.250       8.0424772      0.22220084       5.8557897
3.250       8.2938046      0.21050248       6.0839953
3.250       8.5451320      0.19437669       6.1442769
3.250       8.7964594      0.19079986       6.5791840
3.250       9.0477868      0.18381843       6.8974155
3.250       9.2991143      0.17519871       7.1371679
3.250       9.5504417      0.16607493       7.3289996
3.250       9.8017691      0.15865253       7.5688631
3.250       10.053096      0.15318679       7.8848082
3.250       10.304424      0.14650261       8.1205746
3.250       10.555751      0.13970872       8.3245588
3.250       10.807079      0.13436073       8.5914719
3.250       11.058406      0.12926834       8.8560496
3.250       11.309734      0.12572383       9.2139315
3.250       11.561061      0.11851649       9.2777385
3.250       11.812388      0.11522249       9.6210098
3.250       12.063716      0.11142697       9.9106897
3.250       12.315043      0.10688064       10.112933
3.250       12.566371      0.10379141       10.434250
3.250       12.817698      0.10056568       10.728776
3.250       13.069025     0.095107877       10.755147
3.250       13.320353     0.093227513       11.162502
3.250       13.571680     0.088429241       11.198685
3.250       13.823008     0.085431964       11.431370
3.250       14.074335     0.082753949       11.688066
3.250       14.325663     0.079223516       11.799634
3.250       14.576990     0.077213920       12.116283
3.250       14.828317     0.074636771       12.328173
3.250       15.079645     0.073006329       12.682477
3.250       15.330972     0.069775117       12.737374
3.250       15.582300     0.067309580       12.901547
3.250       15.833627     0.065499200       13.171871
3.250       16.084954     0.063342796       13.354480
3.250       16.587609     0.058469307       13.519156
3.250       17.090264     0.056367220       14.254211
3.250       17.592919     0.052745661       14.550258
3.250       18.095574     0.049875977       14.971963
3.250       18.598229     0.046918223       15.290671
3.250       19.100883     0.045701482       16.134700
3.250       19.603538     0.043687512       16.673661
3.250       20.106193     0.040644709       16.736468
3.250       20.608848     0.038756521       17.186054
3.250       21.111503     0.036716499       17.502051
3.250       21.614157     0.035063569       17.936649
3.250       22.116812     0.033712798       18.477051
3.250       22.619467     0.032349215       18.966234
3.250       23.122122     0.031193271       19.535037
3.250       23.624777     0.028902801       19.306935
3.250       24.127432     0.028198279       20.064398
3.250       24.630086     0.027067325       20.488653
3.250       25.132741     0.025724845       20.689148
3.250       25.635396     0.025295725       21.589246
3.250       26.138051     0.023955228       21.671560
3.250       26.640706     0.022884659       21.920572
3.250       27.143361     0.022183365       22.474422
3.250       27.646015     0.021545350       23.063300
3.250       28.148670     0.020565719       23.237415
3.250       28.651325     0.019648121       23.411294
3.250       29.153980     0.018863443       23.680168
3.250       29.656635     0.018092602       23.907650
3.250       30.159289     0.017376851       24.149307
3.250       30.661944     0.016950414       24.754242
3.250       31.164599     0.016406643       25.157914
3.250       31.667254     0.015416574       24.802151
3.250       32.169909     0.015127414       25.514346
3.250       33.175218     0.013600286       25.157047
3.250       34.180528     0.012581904       25.453817
3.250       35.185838     0.011807570       26.057604
3.250       36.191147     0.010922941       26.231123
3.250       37.196457     0.010456744       27.262864
3.250       38.201767    0.0098668772       27.867649
3.250       39.207076    0.0091730721       28.007764
3.250       40.212386    0.0085100433       28.033773
3.250       41.217696    0.0078578561       27.875679
3.250       42.223005    0.0075356547       28.736818
3.250       43.228315    0.0069994920       28.644530
3.250       44.233625    0.0066588221       29.196128
3.250       45.238934    0.0062112163       29.132919
3.250       46.244244    0.0058338794       29.228112
3.250       47.249554    0.0055188115       29.492321
3.250       48.254863    0.0053788685       30.618538
3.250       49.260173    0.0050990401       30.877809
3.250       50.265482    0.0048125978       30.964167
3.250       51.270792    0.0045352979       30.966075
3.250       52.276102    0.0042499546       30.758428
3.250       53.281411    0.0038612131       29.588381
3.250       54.286721    0.0036381010       29.486678
3.250       55.292031    0.0035088879       30.048817
3.250       56.297340    0.0032159683       29.070042
3.250       57.302650    0.0030869657       29.425658
3.250       58.307960    0.0030489631       30.620055
3.250       59.313269    0.0028241365       29.854619
3.250       60.318579    0.0027427042       30.493167
3.250       61.323889    0.0027018164       31.565680
3.250       62.329198    0.0024824484       30.452652
3.250       63.334508    0.0024254133       31.215998
3.250       64.339818    0.0022220632       29.982383
3.250       66.350437    0.0019968365       29.549091
3.250       68.361056    0.0020501504       33.180450
3.250       70.371675    0.0017396891       30.713944
3.250       72.382295    0.0015109775       29.028546
3.250       74.392914    0.0014075470       29.358095
3.250       76.403533    0.0013047629       29.480997
3.250       78.414153    0.0010739583       26.232583
3.250       80.424772    0.0010616356       27.977908
3.250       82.435391   0.00097335413       27.623725
3.250       84.446011   0.00088657874       27.047366
3.250       86.456630   0.00083549799       27.353353
3.250       88.467249   0.00078666300       27.593485
3.250       90.477868   0.00082505794       30.958634
3.250       92.488488   0.00054462078       21.828681
3.250       94.499107   0.00063401568       27.105247
3.250       96.509726   0.00070290751       32.009706
3.250       98.520346   0.00058569896       28.374126
3.250       100.53096   0.00046070332       23.713254
3.250       102.54158   0.00067629668       36.940909
3.250       104.55220   0.00038116821       22.069195
3.250       106.56282   0.00041531184       25.460194
3.250       108.57344   0.00036724328       23.811948
3.250       110.58406   0.00025752798       17.642994
3.250       112.59468   0.00039523274       28.580958
3.250       114.60530   0.00033514061       25.557091
3.250       116.61592   0.00035253119       28.323135
3.250       118.62654   0.00034307935       29.014187
3.250       120.63716   0.00035357540       31.448185
3.250       122.64778   0.00028474016       26.613257
3.250       124.65840   0.00028470675       27.940401
3.250       126.66902   0.00025940711       26.709350
3.250       128.67964   0.00024798679       26.768761
3.250       132.70087   0.00026109558       30.909440
3.250       136.72211   0.00018895610       24.465126
3.250       140.74335   0.00010930421       15.437992
3.250       144.76459   0.00018272320       28.083483
3.250       148.78583   0.00012500840       20.859032
3.250       152.80707   0.00012822562       23.177970
3.250       156.82831   5.2367345e-05       10.233028
3.250       160.84954   0.00017424569       36.735995
3.250       164.87078   0.00017815317       40.447802
3.250       168.89202   5.8576623e-05       14.296245
3.250       172.91326   5.8299068e-05       15.269217
3.250       176.93450  -1.9278046e-05      -5.4096707
3.250       180.95574   8.5205289e-05       25.577252
3.250       184.97698  -5.2236277e-05      -16.749255
3.250       188.99821   5.9422088e-05       20.323162
3.250       193.01945   1.3743419e-05       5.0068926
3.250       197.04069  -5.1478580e-05      -19.950996
3.250       201.06193   0.00016571178       68.235939
3.250       205.08317   5.2160514e-05       22.793036
3.250       209.10441   4.2702357e-06       1.9779334
